English	Japanese
Thallium	タリウム
Thanatos	タナトス
Thanksgiving	感謝祭
Thanksgiving (Canada)	感謝祭
Thanksgiving (United States)	感謝祭
Thanksgiving (disambiguation)	感謝祭
The Gambia	ガンビア
The Gambia	Category:ガンビア
The Hague	ハーグ
The Star-Spangled Banner	星条旗 (国歌)
Theatre	演劇
Theatre	Category:演劇
Thebe (moon)	テーベ (衛星)
Thebes	テーバイ
Thebes	テーベ
Theia	テイアー
Themis	テミス
Themistocles	テミストクレス
Theocracy	神政政治
Theodolite	トランシット
Theodor Mommsen	テオドール・モムゼン
Theodore Roosevelt	セオドア・ルーズベルト
Theodosius I	テオドシウス1世
Theology	神学
Theology	Category:神学
Theorem	定理
Theory	理論
Theory of relativity	相対性理論
Theravada	上座部仏教
Thermodynamics	熱力学
Thermodynamics	Category:熱力学
Thermometer	温度計
Theseus	テーセウス
Thessaloniki	テッサロニキ
Thessaly	テッサリア
Theta	Θ
Thetis	テティス
Thiamine	チアミン
Think tank	シンクタンク
Third Crusade	第3回十字軍
Third World	第三世界
Thirty Years' War	三十年戦争
Thomas Aquinas	トマス・アクィナス
Thomas Edison	トーマス・エジソン
Thomas Hardy	トーマス・ハーディ
Thomas Hobbes	トマス・ホッブズ
Thomas Jefferson	トーマス・ジェファーソン
Thomas Malthus	トマス・ロバート・マルサス
Thomas Mann	トーマス・マン
Thomas More	トマス・モア
Thomas Paine	トマス・ペイン
Thomas Young (scientist)	トマス・ヤング
Thor	トール
Thorium	トリウム
Thoth	トート
Thought	思考
Thrace	トラキア
Thucydides	トゥキディデス
Thulium	ツリウム
Thumb	親指
Thuringia	テューリンゲン州
Thuringia	Category:テューリンゲン
Thursday	木曜日
Thylacine	フクロオオカミ
Thyme	タイム (植物)
Thymine	チミン
Thyroid	甲状腺
Tianjin	天津市
Tiber	テヴェレ川
Tiberius	ティベリウス
Tibet	チベット
Tibet	Category:チベット
Ticino	ティチーノ州
Tide	潮汐
Tierra del Fuego	ティエラ・デル・フエゴ
Tiger	トラ
Tigris	チグリス川
Tilia	シナノキ属
Timbuktu	トンブクトゥ
Time	時間
Time	Category:時間
Time (magazine)	タイム (雑誌)
Time zone	標準時
Timor	ティモール島
Timur	ティムール
Tin	スズ
Tirana	ティラナ
Tissue (biology)	組織 (生物学)
Tit (bird)	シジュウカラ科
Titan (disambiguation)	タイタン
Titan (moon)	タイタン (衛星)
Titan (mythology)	ティーターン
Titania (moon)	チタニア
Titanic (disambiguation)	タイタニック
Titanium	チタン
Titian	ティツィアーノ・ヴェチェッリオ
Titus	ティトゥス
Tivoli	ティヴォリ
Tobacco	タバコ
Tocantins (state)	トカンティンス州
Tocopherol	ビタミンE
Tofu	豆腐
Togo	トーゴ
Togo	Category:トーゴ
Tokyo	東京都
Toledo	トレド
Toluene	トルエン
Tom Hanks	トム・ハンクス
Tom and Jerry	トムとジェリー
Tomato	トマト
Ton	トン
Tonga	トンガ
Tonga	Category:トンガ
Tongue	舌
Toni Morrison	トニ・モリスン
Tonne	トン
Tony Blair	トニー・ブレア
Tool	道具
Tooth	歯
Toothbrush	歯ブラシ
Topaz	トパーズ
Topeka	トピカ (カンザス州)
Topology	位相幾何学
Topology	Category:位相幾何学
Torah	モーセ五書
Tornado	竜巻
Toronto	トロント
Torpedo	魚雷
Torque	トルク
Tortoise	リクガメ
Torture	拷問
Torus	トーラス
Totalitarianism	全体主義
Toulon	トゥーロン
Toulouse	トゥールーズ
Tour de France	ツール・ド・フランス
Tourism	観光
Tourism	Category:観光
Tours	トゥール
Tower	塔
Tower of Babel	バベルの塔
Tower of London	ロンドン塔
Town	村落
Toxicity	毒
Toxicology	毒性学
Toy	玩具
Toyota	トヨタ自動車
Tractor	トラクター
Trade	貿易
Trade union	労働組合
Trademark	商標
Tradition	伝統
Tragedy	ギリシア悲劇
Train	列車
Train station	鉄道駅
Trajan	トラヤヌス
Tram	路面電車
Transcendental number	超越数
Transformer	変圧器
Transistor	トランジスタ
Transliteration	翻字
Transmission Control Protocol	Transmission Control Protocol
Transportation	Category:交通
Transsexualism	性転換
Transylvania	トランシルヴァニア
Trapezoid	台形
Treaty	条約
Treaty of Versailles	ヴェルサイユ条約
Tree	木
Trento	トレント
Trenton	トレントン (ニュージャージー州)
Triangle	三角形
Triangulum	さんかく座
Triangulum Australe	みなみのさんかく座
Triassic	三畳紀
Tributary	支流
Triceratops	トリケラトプス
Trier	トリーア
Trigonometric function	三角関数
Trigonometry	三角法
Trilobite	三葉虫
Trilogy	三部作
Trinidad	トリニダード島
Trinidad and Tobago	トリニダード・トバゴ
Trinidad and Tobago	Category:トリニダード・トバゴ
Trinitrotoluene	トリニトロトルエン
Trinity	三位一体
Tripoli	トリポリ (リビア)
Triskelion	三脚巴
Tritium	三重水素
Triton (moon)	トリトン (衛星)
Triton (mythology)	トリートーン
Triumphal arch	凱旋門
Trojan Horse	トロイアの木馬
Trojan War	トロイア戦争
Trojan horse (computing)	トロイの木馬 (コンピュータ)
Troll	トロール
Troll (Internet)	荒らし
Trolleybus	トロリーバス
Trombone	トロンボーン
Trondheim	トロンハイム
Tropic of Cancer	北回帰線
Tropic of Capricorn	南回帰線
Tropics	熱帯
Troposphere	対流圏
Trotskyism	トロツキズム
Troy	イリオス
Truck	貨物自動車
Truman Doctrine	トルーマン・ドクトリン
Trumpet	トランペット
Truth	真理
Trygve Lie	トリグブ・リー
Tryptophan	トリプトファン
Tsar	ツァーリ
Tsunami	津波
Tuareg	トゥアレグ
Tuba	チューバ
Tuber (genus)	セイヨウショウロ
Tuberculosis	結核
Tucana	きょしちょう座
Tucson	ツーソン
Tuesday	火曜日
Tulip	チューリップ
Tumor	腫瘍
Tundra	ツンドラ
Tungsten	タングステン
Tunicate	尾索動物
Tunis	チュニス
Tunisia	チュニジア
Tunisia	Category:チュニジア
Tunnel	トンネル
Turbine	タービン
Turin	トリノ
Turing machine	チューリングマシン
Turkey	トルコ
Turkey	Category:トルコ
Turkmenistan	トルクメニスタン
Turkmenistan	Category:トルクメニスタン
Turmeric	ウコン
Turtle	カメ
Tuscany	トスカーナ州
Tuvalu	ツバル
Tuvalu	Category:ツバル
Tux	タックス
Tycho Brahe	ティコ・ブラーエ
Typewriter	タイプライター
Typhon	テューポーン
Typography	タイポグラフィ
Typography	Category:タイポグラフィ
Tyrannosaurus	ティラノサウルス
Tyre	ティルス
Tyrol (state)	チロル州
Tyrrhenian Sea	ティレニア海
U	U
UNESCO	国際連合教育科学文化機関
Ufa	ウファ
Uganda	ウガンダ
Uganda	Category:ウガンダ
Ukraine	ウクライナ
Ukraine	Category:ウクライナ
Ulan Bator	ウランバートル
Ulster	アルスター
Ultrasound	超音波
Ultraviolet	紫外線
Ulysses S. Grant	ユリシーズ・グラント
Umbrella	傘
Umbria	ウンブリア州
Uncertainty principle	不確定性原理
Unemployment	失業
Unicorn	ユニコーン
Unidentified flying object	未確認飛行物体
Uniform Resource Locator	Uniform Resource Locator
Union (set theory)	和集合
United Arab Emirates	アラブ首長国連邦
United Arab Emirates	Category:アラブ首長国連邦
United Arab Republic	アラブ連合共和国
United Kingdom	イギリス
United Kingdom	Category:イギリス
United Nations	国際連合
United Nations	Category:国際連合
United Nations Children's Fund	国際連合児童基金
United States	アメリカ合衆国
United States	Category:アメリカ合衆国
United States Air Force	アメリカ空軍
United States Congress	アメリカ合衆国議会
United States Constitution	アメリカ合衆国憲法
United States House of Representatives	アメリカ合衆国下院
United States Military Academy	陸軍士官学校 (アメリカ合衆国)
United States Navy	アメリカ海軍
United States Senate	アメリカ合衆国上院
United States Virgin Islands	アメリカ領ヴァージン諸島
United States dollar	アメリカ合衆国ドル
Universe	宇宙
University	大学
University of Chicago	シカゴ大学
University of Pennsylvania	ペンシルバニア大学
Unix	UNIX
Unix	Category:UNIX
Ununbium	ウンウンビウム
Ununhexium	ウンウンヘキシウム
Ununpentium	ウンウンペンチウム
Ununquadium	ウンウンクアジウム
Ununtrium	ウンウントリウム
Upanishad	ウパニシャッド
Uppsala	ウプサラ
Upsilon	Υ
Ur	ウル
Uracil	ウラシル
Ural Mountains	ウラル山脈
Urania	ウーラニアー
Uranium	ウラン
Uranus	天王星
Uranus	Category:天王星
Uranus (mythology)	ウーラノス
Urdu	ウルドゥー語
Urea	尿素
Urine	尿
Ursa Major	おおぐま座
Ursa Minor	こぐま座
Uruguay	ウルグアイ
Uruguay	Category:ウルグアイ
Utah	ユタ州
Utah	Category:ユタ州
Uterus	子宮
Utilitarianism	功利主義
Utopia	ユートピア
Utrecht (city)	ユトレヒト
Utrecht (province)	ユトレヒト州
Uttar Pradesh	ウッタル・プラデーシュ州
Uzbekistan	ウズベキスタン
Uzbekistan	Category:ウズベキスタン
V	V
Vaccine	ワクチン
Vacuole	液胞
Vacuum	真空
Vacuum tube	真空管
Vaduz	ファドゥーツ
Vagina	膣
Valence	ヴァランス
Valence (chemistry)	原子価
Valencia	バレンシア (スペイン)
Valencia	バレンシア
Valentina Tereshkova	ワレンチナ・テレシコワ
Valentine's Day	バレンタインデー
Valhalla	ヴァルハラ
Valkyrie	ワルキューレ
Valletta	バレッタ
Valley	谷
Vampire	吸血鬼
Vanadium	バナジウム
Vancouver	バンクーバー (ブリティッシュコロンビア州)
Vancouver Island	バンクーバー島
Vandalism	ヴァンダリズム
Vanir	ヴァン神族
Vanuatu	バヌアツ
Vanuatu	Category:バヌアツ
Var (department)	ヴァール県
Variance	分散
Varna	ヴァルナ (ブルガリア)
Vascular plant	維管束植物
Vatican City	バチカン
Vatican City	Category:バチカン
Vector (spatial)	幾何ベクトル
Vega	ベガ
Vegetable	野菜
Vegetarianism	ベジタリアニズム
Vein	静脈
Vela (constellation)	ほ座
Velociraptor	ヴェロキラプトル
Velocity	速度
Veneto	ヴェネト州
Venezuela	ベネズエラ
Venezuela	Category:ベネズエラ
Venice	ヴェネツィア
Venus	金星
Venus (disambiguation)	ヴィーナス (曖昧さ回避)
Venus (mythology)	ウェヌス
Verb	動詞
Vermont	バーモント州
Vermont	Category:バーモント州
Verona	ヴェローナ
Versailles	ヴェルサイユ
Vertebra	椎骨
Vertebral column	脊椎
Vertebrate	脊椎動物
Vespasian	ウェスパシアヌス
Vesta (mythology)	ウェスタ
Veto	拒否権
Vice President of the United States	アメリカ合衆国副大統領
Vichy	ヴィシー
Victor Hugo	ヴィクトル・ユーゴー
Victoria	ヴィクトリア (セーシェル)
Victoria	ビクトリア (ブリティッシュコロンビア州)
Victoria	ヴィクトリア
Victoria (Australia)	ビクトリア州
Victoria Falls	ヴィクトリアの滝
Video	ビデオ
Video game	コンピュータゲーム
Vienna	ウィーン
Vienna	Category:ウィーン
Vienne	ヴィエンヌ県
Vientiane	ヴィエンチャン
Vietnam	ベトナム
Vietnam	Category:ベトナム
Vietnam War	ベトナム戦争
Vietnam War	Category:ベトナム戦争
Viking	ヴァイキング
Vilfredo Pareto	ヴィルフレド・パレート
Village	村
Vilnius	ビリニュス
Vincent van Gogh	フィンセント・ファン・ゴッホ
Vincenzo Bellini	ヴィンチェンツォ・ベッリーニ
Vinegar	酢
Viola	ヴィオラ
Violence	暴力
Violin	ヴァイオリン
Virgil	ウェルギリウス
Virgin Islands	ヴァージン諸島
Virginia	バージニア州
Virginia	Category:バージニア州
Virginia Woolf	ヴァージニア・ウルフ
Virginity	処女
Virgo (constellation)	おとめ座
Virtual memory	仮想記憶
Virtual reality	バーチャルリアリティ
Virtue	徳
Virus	ウイルス
Viscosity	粘度
Vishnu	ヴィシュヌ
Vistula	ヴィスワ川
Vitamin	ビタミン
Vitamin A	ビタミンA
Vitamin B6	ビタミンB6
Vitamin C	ビタミンC
Vitamin D	ビタミンD
Vitamin K	ビタミンK
Vittorio De Sica	ヴィットリオ・デ・シーカ
Vitus Bering	ヴィトゥス・ベーリング
Vivien Leigh	ヴィヴィアン・リー
Vladimir Lenin	ウラジーミル・レーニン
Vladimir Nabokov	ウラジーミル・ナボコフ
Vladimir Putin	ウラジーミル・プーチン
Vladivostok	ウラジオストク
Vocative case	呼格
Vodka	ウォッカ
Volans	とびうお座
Volcano	火山
Volcanology	Category:火山学
Volcanology	火山学
Volga River	ヴォルガ川
Volgograd	ヴォルゴグラード
Volleyball	バレーボール
Volleyball	Category:バレーボール
Volt	ボルト (単位)
Voltage	電圧
Voltaire	ヴォルテール
Volume	体積
Vomiting	嘔吐
Voodoo	ブードゥー教
Vowel	母音
Vulcan (mythology)	ウゥルカーヌス
Vulgar Latin	俗ラテン語
Vulgate	ヴルガータ
Vulpecula	こぎつね座
Vulva	外陰部
W	W
W. Somerset Maugham	サマセット・モーム
WYSIWYG	WYSIWYG
Wahhabism	ワッハーブ派
Wake Island	ウェーク島
Wales	ウェールズ
Wales	Category:ウェールズ
Walnut	クルミ
Walrus	セイウチ
Walt Disney	ウォルト・ディズニー
Walt Whitman	ウォルト・ホイットマン
Walter Gropius	ヴァルター・グロピウス
Walter Scott	ウォルター・スコット
War	戦争
War	Category:戦争
War crime	戦争犯罪
War of the Spanish Succession	スペイン継承戦争
Wars of the Roses	薔薇戦争
Warsaw	ワルシャワ
Wart	イボ
Washing machine	洗濯機
Washington	ワシントンD.C.
Washington	ワシントン州
Washington	Category:ワシントン州
Washington (disambiguation)	ワシントン
Wassily Kandinsky	ワシリー・カンディンスキー
Waste	廃棄物
Water	水
Water	Category:水
Water polo	水球
Waterfall	滝
Watergate scandal	ウォーターゲート事件
Watermelon	スイカ
Watt	ワット
Watt-hour	キロワット時
Wave	波動
Wavelength	波長
Wax	蝋
Weak interaction	弱い相互作用
Weapon	武器
Weather	気象
Web browser	ウェブブラウザ
Web page	ウェブページ
Webcam	Webカメラ
Weber (unit)	ウェーバ
Website	ウェブサイト
Wednesday	水曜日
Week	週
Weight	重さ
Weightlifting	重量挙げ
Weimar	ヴァイマル
Weimar Republic	ヴァイマル共和政
Welding	溶接
Wellington	ウェリントン
Werewolf	狼男
Wernher von Braun	ヴェルナー・フォン・ブラウン
Weser River	ヴェーザー川
West	西
West Africa	西アフリカ
West Bank	ヨルダン川西岸地区
West Bengal	西ベンガル州
West Berlin	西ベルリン
West Germany	西ドイツ
West Sussex	ウェスト・サセックス
West Virginia	ウェストバージニア州
West Virginia	Category:ウェストバージニア州
Western Australia	西オーストラリア州
Western Roman Empire	西ローマ帝国
Western Sahara	西サハラ
Western Sahara	Category:西サハラ
Westminster Abbey	ウェストミンスター寺院
Whale	クジラ
Wheat	コムギ
Wheel	車輪
Whisky	ウイスキー
White House	ホワイトハウス
White Sea	白海
White blood cell	白血球
White dwarf	白色矮星
Whitehorse	ホワイトホース (ユーコン準州)
Wicca	ウィッカ
Wide area network	Wide Area Network
Wiesbaden	ヴィースバーデン
Wildcat	ヤマネコ (種)
Wilhelm Ostwald	ヴィルヘルム・オストヴァルト
