Japanese	English
山	Mountain
マウンテンバイク	Mountain bike
峠	Mountain pass
山脈	Mountain range
マウス (コンピュータ)	Mouse (computing)
モザンビーク	Mozambique
Category:モザンビーク	Mozambique
Μ	Mu (letter)
ムアッジン	Muezzin
ムハンマド・イブン＝アブドゥッラーフ	Muhammad
モハメド・アリ	Muhammad Ali
クワ	Mulberry
ラバ	Mule
マルチメディア	Multimedia
多発性硬化症	Multiple sclerosis
乗法	Multiplication
ムンバイ	Mumbai
ミイラ	Mummy
ミュンヘン	Munich
基礎自治体	Municipality
ミュー粒子	Muon
ムルマンスク	Murmansk
マーフィーの法則	Murphy's law
マレー・ゲルマン	Murray Gell-Mann
バナナ	Musa (genus)
はえ座	Musca
マスカット	Muscat
筋肉	Muscle
ムーサ	Muse
博物館	Museum
キノコ	Mushroom
音楽	Music
Category:音楽	Music
MIDI	Musical Instrument Digital Interface
楽器	Musical instrument
音階	Musical scale
音楽家	Musician
音楽学	Musicology
マスケット銃	Musket
イタチ科	Mustelidae
突然変異	Mutation
コブハクチョウ	Mute Swan
Category:ミャンマー	Myanmar
ミケーネ	Mycenae
真菌学	Mycology
心筋梗塞	Myocardial infarction
近視	Myopia
多足類	Myriapoda
神秘主義	Mysticism
神話	Myth
神話	Mythology
Category:神話	Mythology
N	N
ンジャメナ	N'Djamena
NASDAQ	NASDAQ
北大西洋条約機構	NATO
Category:NATO	NATO
ナディン・ゴーディマー	Nadine Gordimer
天底	Nadir
長崎市	Nagasaki
名古屋市	Nagoya
ナワトル語	Nahuatl
爪	Nail (anatomy)
釘	Nail (fastener)
ナイロビ	Nairobi
ナミブ砂漠	Namib Desert
ナミビア	Namibia
Category:ナミビア	Namibia
ナミュール	Namur (city)
ナンシー	Nancy
ナンガ・パルバット	Nanga Parbat
南京市	Nanjing
ナノテクノロジー	Nanotechnology
ナント	Nantes
ナパーム弾	Napalm
ナポリ	Naples
ナポレオン戦争	Napoleonic Wars
ナルキッソス	Narcissus (mythology)
ナッシュビル	Nashville
ナッソー	Nassau
ナサニエル・ホーソーン	Nathaniel Hawthorne
国民	Nation
アメリカ国家安全保障局	National Security Agency
国歌	National anthem
国立公園	National park
ナショナリズム	Nationalism
天然ガス	Natural gas
自然言語処理	Natural language processing
自然数	Natural number
自然科学	Natural science
自然選択説	Natural selection
自然	Nature
Category:自然	Nature
ヌーディズム	Naturism
ナウル	Nauru
Category:ナウル	Nauru
海里	Nautical mile
Category:航海術	Navigation
航海	Navigation
海軍	Navy
ナザレ	Nazareth
ナチス・ドイツ	Nazi Germany
Category:ナチス・ドイツ	Nazi Germany
国家社会主義ドイツ労働者党	Nazi Party
ネアンデルタール人	Neanderthal
ネブラスカ州	Nebraska
Category:ネブラスカ州	Nebraska
ネブカドネザル2世	Nebuchadrezzar II
星雲	Nebula
ネッカー川	Neckar
ネクタイ	Necktie
ネフェルティティ	Nefertiti
ネゲヴ	Negev
ニール・アームストロング	Neil Armstrong
ネルソン・マンデラ	Nelson Mandela
線形動物	Nematode
ネメアの獅子	Nemean Lion
ネメシス	Nemesis (mythology)
ネオジム	Neodymium
新石器時代	Neolithic
新語	Neologism
ネオン	Neon
ネオプラトニズム	Neoplatonism
ネパール	Nepal
Category:ネパール	Nepal
ネフティス	Nephthys
海王星	Neptune
ネプツニウム	Neptunium
ネレイド (衛星)	Nereid (moon)
ネロ	Nero
ネルウァ	Nerva
神経系	Nervous system
Category:神経	Nervous system
巣	Nest
ネストリウス派	Nestorianism
オランダ	Netherlands
Category:オランダ	Netherlands
オランダ領アンティル	Netherlands Antilles
ネットワーク構成	Network topology
神経学	Neurology
Category:神経学	Neurology
神経細胞	Neuron
神経伝達物質	Neurotransmitter
ニュートリノ	Neutrino
中性子	Neutron
中性子星	Neutron star
ネヴァ川	Neva River
ネバダ州	Nevada
Category:ネバダ州	Nevada
ネヴィル・チェンバレン	Neville Chamberlain
ニューブランズウィック州	New Brunswick
ニューカレドニア	New Caledonia
ニューデリー	New Delhi
ニューイングランド	New England
ニューギニア島	New Guinea
ニューハンプシャー州	New Hampshire
Category:ニューハンプシャー州	New Hampshire
ニュージャージー州	New Jersey
Category:ニュージャージー州	New Jersey
ニューメキシコ州	New Mexico
Category:ニューメキシコ州	New Mexico
ニューオーリンズ	New Orleans
ニューサウスウェールズ州	New South Wales
新約聖書	New Testament
新世界	New World
元日	New Year
ニューヨーク州	New York
Category:ニューヨーク州	New York
ニューヨーク (曖昧さ回避)	New York (disambiguation)
ニューヨーク	New York City
Category:ニューヨーク市	New York City
ニューヨーク証券取引所	New York Stock Exchange
ニュージーランド	New Zealand
Category:ニュージーランド	New Zealand
ニューアーク (ニュージャージー州)	Newark
ニューファンドランド島	Newfoundland (island)
ニューファンドランド・ラブラドール州	Newfoundland and Labrador
ニューポート	Newport
ニュートン	Newton
ナイアシン	Niacin
ナイアガラの滝	Niagara Falls
ニアメ	Niamey
ニカラグア	Nicaragua
Category:ニカラグア	Nicaragua
ニース	Nice
ニカイア・コンスタンティノポリス信条	Nicene Creed
ニッケル	Nickel
ニコラ・プッサン	Nicolas Poussin
ニコラウス・コペルニクス	Nicolaus Copernicus
ニコシア	Nicosia
ニコチン	Nicotine
ニールス・ボーア	Niels Bohr
ニールス・アーベル	Niels Henrik Abel
ニジェール	Niger
Category:ニジェール	Niger
ニジェール川	Niger River
ナイジェリア	Nigeria
Category:ナイジェリア	Nigeria
夜	Night
サヨナキドリ	Nightingale
ニヒリズム	Nihilism
ナイメーヘン	Nijmegen
ナイキ	Nike
ニケ	Nike (mythology)
ニキータ・フルシチョフ	Nikita Khrushchev
ニコラ・テスラ	Nikola Tesla
ナイル川	Nile
ナイルワニ	Nile crocodile
ニネヴェ (メソポタミア)	Nineveh
忍者	Ninja
ニオブ	Niobium
涅槃	Nirvana
硝酸	Nitric acid
窒素	Nitrogen
ニトログリセリン	Nitroglycerin
ニクス (衛星)	Nix (moon)
ニョルズ	Njord
ノア (聖書)	Noah
ノーム・チョムスキー	Noam Chomsky
ノーベル賞	Nobel Prize
Category:ノーベル賞	Nobel Prize
ノーベリウム	Nobelium
貴族	Nobility
Category:貴族	Nobility
第18族元素	Noble gas
遊牧民	Nomad
主格	Nominative case
非金属元素	Nonmetal
ノーフォーク	Norfolk
ノーフォーク島	Norfolk Island
じょうぎ座	Norma (constellation)
正規分布	Normal distribution
ノーマン・メイラー	Norman Mailer
ノルマンディー	Normandy
ノルン	Norn
北欧神話	Norse mythology
Category:北欧神話	Norse mythology
北	North
北アフリカ	North Africa
北アメリカ	North America
Category:北アメリカ	North America
ノースカロライナ州	North Carolina
Category:ノースカロライナ州	North Carolina
ノースダコタ州	North Dakota
Category:ノースダコタ州	North Dakota
北島 (ニュージーランド)	North Island
朝鮮民主主義人民共和国	North Korea
Category:朝鮮民主主義人民共和国	North Korea
北極点	North Pole
北海	North Sea
北極星	North Star
ノース・ヨークシャー	North Yorkshire
北ヨーロッパ	Northern Europe
北半球	Northern Hemisphere
北アイルランド	Northern Ireland
Category:北アイルランド	Northern Ireland
北マリアナ諸島	Northern Mariana Islands
ノーザンテリトリー	Northern Territory
ノースウエスト準州	Northwest Territories
ノルウェー	Norway
Category:ノルウェー	Norway
ノルウェー海	Norwegian Sea
ノルウェー・クローネ	Norwegian krone
鼻	Nose
ノストラダムス	Nostradamus
音符	Note
ヌアクショット	Nouakchott
名詞	Noun
ノバスコシア州	Nova Scotia
ノヴァヤゼムリャ	Novaya Zemlya
小説	Novel
11月	November
11月1日	November 1
11月11日	November 11
11月2日	November 2
11月5日	November 5
ノヴィアル	Novial
ノヴォシビルスク	Novosibirsk
Ν	Nu (letter)
核分裂反応	Nuclear fission
原子核融合	Nuclear fusion
原子核物理学	Nuclear physics
Category:原子核物理学	Nuclear physics
原子力	Nuclear power
核兵器	Nuclear weapon
核酸	Nucleic acid
核子	Nucleon
ヌクレオチド	Nucleotide
数	Number
Category:数	Numbers
ヌミディア	Numidia
貨幣学	Numismatics
Category:貨幣学	Numismatics
ヌナブト準州	Nunavut
ニュルンベルク	Nuremberg
種実類	Nut (fruit)
ナツメグ	Nutmeg
Category:栄養学	Nutrition
ニンフ	Nymph
スイレン科	Nymphaeaceae
ニュクス	Nyx (mythology)
O	O
石油輸出国機構	OPEC
オアフ島	Oahu
オーク	Oak
オークランド (カリフォルニア州)	Oakland
オアシス	Oasis
エンバク	Oat
オアハカ州	Oaxaca
オビ川	Ob River
オベリスク	Obelisk
肥満	Obesity
オブジェクト指向プログラミング	Object-oriented programming
オーボエ	Oboe
天文台	Observatory
黒曜石	Obsidian
オッカムの剃刀	Occam's razor
大洋	Ocean
海流	Ocean current
オセアニア	Oceania
Category:オセアニア	Oceania
オーケアニス	Oceanid
海洋学	Oceanography
Category:海洋学	Oceanography
オーケアノス	Oceanus
八進法	Octal
はちぶんぎ座	Octans
オクターヴ	Octave
10月	October
10月12日	October 12
10月24日	October 24
ロシア革命	October Revolution
タコ	Octopus
頌歌	Ode
オーデル川	Oder River
オデッサ (オデッサ州)	Odessa
オーディン	Odin
トンボ	Odonata
オデュッセウス	Odysseus
オデュッセイア	Odyssey
オイディプス	Oedipus
オフサイド (サッカー)	Offside (football)
オハイオ州	Ohio
Category:オハイオ州	Ohio
オーム	Ohm
オームの法則	Ohm's law
油	Oil
油	Oil (disambiguation)
油彩	Oil painting
オカピ	Okapi
オクラホマ州	Oklahoma
Category:オクラホマ州	Oklahoma
オクラホマシティ	Oklahoma City
オクトーバーフェスト	Oktoberfest
古代教会スラヴ語	Old Church Slavonic
古ノルド語	Old Norse
旧約聖書	Old Testament
寡頭制	Oligarchy
漸新世	Oligocene
寡占	Oligopoly
オリーブ	Olive
オリーブ・オイル	Olive oil
オリバー・クロムウェル	Oliver Cromwell
オリバー・ストーン	Oliver Stone
カンラン石	Olivine
オリンピア (ワシントン州)	Olympia
オリンピア (ギリシャ)	Olympia
近代オリンピック	Olympic Games
Category:オリンピック	Olympics
オマハ	Omaha
オマーン	Oman
Category:オマーン	Oman
Ω	Omega
Ο	Omicron
オムスク	Omsk
Category:腫瘍学	Oncology
タマネギ	Onion
オンタリオ州	Ontario
Category:オンタリオ州	Ontario
存在論	Ontology
オールトの雲	Oort cloud
オパール	Opal
オペル	Opel
オペラ	Opera
Opera	Opera (Internet suite)
オペレーティングシステム	Operating system
オペレッタ	Operetta
へびつかい座	Ophiuchus
アヘン	Opium
光ファイバー	Optical fiber
錯視	Optical illusion
光学	Optics
Category:光学	Optics
最適化問題	Optimization (mathematics)
オーラルセックス	Oral sex
オレンジ色	Orange (colour)
オレンジ	Orange (fruit)
オランウータン	Orangutan
オラトリオ	Oratorio
軌道 (力学)	Orbit
シャチ	Orca
オーケストラ	Orchestra
ラン科	Orchidaceae
目 (分類学)	Order (biology)
ベネディクト会	Order of Saint Benedict
オルドビス紀	Ordovician
オレガノ	Oregano
オレゴン州	Oregon
Category:オレゴン州	Oregon
オレステース	Orestes (mythology)
器官	Organ (anatomy)
オルガン	Organ (music)
細胞小器官	Organelle
有機化学	Organic chemistry
Category:有機化学	Organic chemistry
有機化合物	Organic compound
生物	Organism
組織 (社会科学)	Organization
米州機構	Organization of American States
オーガズム	Orgasm
折り紙	Origami
オリゲネス	Origen
原罪	Original sin
オリノコ川	Orinoco
オリオン座	Orion (constellation)
オリッサ州	Orissa
オーランド	Orlando
鳥類学	Ornithology
Category:鳥類学	Ornithology
オルフェウス	Orpheus
オーソン・ウェルズ	Orson Welles
正書法	Orthography
大阪市	Osaka
ウサーマ・ビン＝ラーディン	Osama bin Laden
オスカー・ワイルド	Oscar Wilde
振動 (物理現象)	Oscillation
オシリス	Osiris
オスロ	Oslo
オスマン1世	Osman I
オスミウム	Osmium
ミサゴ	Osprey
硬骨魚綱	Osteichthyes
骨粗鬆症	Osteoporosis
オストラヴァ	Ostrava
ダチョウ	Ostrich
オセロ (シェイクスピア)	Othello
オト	Otho
オタワ	Ottawa
オットー・ハーン	Otto Hahn
オットー1世 (神聖ローマ皇帝)	Otto I
オットー・フォン・ビスマルク	Otto von Bismarck
オスマン帝国	Ottoman Empire
Category:オスマン帝国	Ottoman Empire
オンス	Ounce
卵巣	Ovary
オウィディウス	Ovid
オビエド	Oviedo
卵子	Ovum
フクロウ目	Owl
オックスフォード	Oxford
酸化数	Oxidation state
酸化物	Oxide
酸素	Oxygen
撞着語法	Oxymoron
オキシトシン	Oxytocin
オゾン	Ozone
オゾン層	Ozone layer
P	P
PAL	PAL
水素イオン指数	PH
パブロ・ネルーダ	Pablo Neruda
パブロ・ピカソ	Pablo Picasso
太平洋	Pacific Ocean
Category:太平洋	Pacific Ocean
平和主義	Pacifism
パドヴァ	Padua
ペイガニズム	Paganism
Category:絵画	Painting
パキスタン	Pakistan
Category:パキスタン	Pakistan
ヴェルサイユ宮殿	Palace of Versailles
パラオ	Palau
Category:パラオ	Palau
暁新世	Paleocene
旧石器時代	Paleolithic
古生物学	Paleontology
Category:古生物学	Paleontology
古生代	Paleozoic
パレルモ	Palermo
パレスチナ	Palestine
Category:パレスチナ	Palestine
パレスチナ解放機構	Palestine Liberation Organization
パレスチナ自治政府	Palestinian National Authority
パーリ語	Pali
回文	Palindrome
パラジウム	Palladium
聖枝祭	Palm Sunday
パルミラ遺跡	Palmyra
パミール高原	Pamir Mountains
パーン (ギリシア神話)	Pan (mythology)
パナマ	Panama
Category:パナマ	Panama
パナマ運河	Panama Canal
パナマ市	Panama City
膵臓	Pancreas
パンデミック	Pandemic
パンドーラー	Pandora
パンゲア大陸	Pangaea
汎神論	Pantheism
パンテオン (ローマ)	Pantheon
ヒョウ属	Panthera
教皇領	Papal States
パプアニューギニア	Papua New Guinea
Category:パプアニューギニア	Papua New Guinea
パピルス	Papyrus
放物線	Parabola
パラケルスス	Paracelsus
パラシュート	Parachute
パラダイム	Paradigm
パラドックス	Paradox
パラグライダー	Paragliding
パラグアイ	Paraguay
Category:パラグアイ	Paraguay
両眼視差	Parallax
平行四辺形	Parallelogram
パラマリボ	Paramaribo
偏執病	Paranoia
性的倒錯	Paraphilia
超心理学	Parapsychology
寄生	Parasitism
羊皮紙	Parchment
パリ	Paris
Category:パリ	Paris
パリス	Paris (mythology)
奇数	Parity (mathematics)
パーキンソン病	Parkinson's disease
議会	Parliament
パルメニデス	Parmenides
パロディ	Parody
オウム目	Parrot
パーセク	Parsec
パセリ	Parsley
パルテノン神殿	Parthenon
パルティア	Parthia
素粒子物理学	Particle physics
Category:素粒子物理学	Particle physics
パールヴァティー	Parvati
パスカル (曖昧さ回避)	Pascal
Pascal	Pascal (programming language)
パスカル	Pascal (unit)
Category:スズメ目	Passeriformes
スズメ目	Passerine
過越	Passover
パスポート	Passport
パスワード	Password
パスチャライゼーション	Pasteurization
パタゴニア	Patagonia
特許	Patent
病理学	Pathology
パトラ	Patras
総主教	Patriarch
パトリック・ホワイト	Patrick White
愛国心	Patriotism
ポール・ゴーギャン	Paul Gauguin
パウル・フォン・ハイゼ	Paul Johann Ludwig von Heyse
パウル・クレー	Paul Klee
ポール・マッカートニー	Paul McCartney
ポール・ニューマン	Paul Newman
ポール・ヴェルレーヌ	Paul Verlaine
